,komentarz,nie,tak,klasa
2519,"Tytuł artykułu: ""Co tak rozbawiło prezesa pis""
Treść artykułu:  ""Niestety nie wiadomo, co tak rozbawiło prezes Prawa i Sprawiedliwości.""

brawo",1,6,0
2520,"Wieści o rychłej śmierci PO są zdecydowanie przedwczesne - niech tylko wybrany zostanie nowy przewodniczący Partii to PO pójdzie ostro,  przy pomocy m,in. GW, TVN-24, Newsweeka, Polityki i Tygodnika Powszechnego i wielu innych demokratycznych mediów do przodu. Za dwa miesiące PO zdobędzie ok.40 % poparcia ,a Petru co najwyżej będzie przystawką !!!!!",2,0,0
2521,Nie lubię Polsatu.,8,6,0
2522,"Smial sie z Kabaretu Moralnego Niepokoju - Gwiezdne Wojny,polecam.",0,3,0
2523,Tak kolego - DLA NICH TRWA ŚREDNIOWIECZE !,0,4,0
2524,Sukces PiS-u. szybko załatwia sprawy oczywiste. żeby miec więcej czasu na tematy ważniejsze.,15,130,0
2525,sprawdziłeś?,2,0,0
2526,ludzie. Nie istnieje liberalny islam. muzułmanin ma krzewić wiarę za wszelka cenę. I ci którzy mieszkali w Europie udają liberalnych . Nie czyniąc zgodnie z Koranem naraża się swoim współwyznawcom.,2,101,0
2527,"Czas pozbyć się największego symbolu sowieckiego zniewolenia ojczyzny i zburzyć wreszcie T/Z ""pałac kultury i nauki""! Nie chcemy w Polsce ani sowieckiej ""kultury"" ani ""nauki"". Oni tylko mordować słabszych i bezbronnych potrafią.Mordują swolch i sąsiadów. Kiedy Rosja wreszcie pozbędzie się tych zbrodniarzy z pod ""czerwonej gwiazdy"" i spali trupa z ""mauzoleum""?",3,1,0
2528,"Coś Wałęsa taki pewny się zrobił. Czyżby wyczyścili wszystkie dokumenty w jego sprawie? Ale z drugiej strony chciałbym wierzyć, że mówi prawdę. Zostałby już tylko wstyd, że zdradził walczących o wolność po 89 roku przechodząc na drugą stronę barykady, a tak jest wstyd, że kolaborował wcześniej.",812,556,0
2529,"Jeżeli jest dumna z towarzystwa Lisów, to znaczy że dobrze zrobili zwalniając ją.",714,480,0
2530,"Kolejna mądra osoba odchodzi, szkoda.",2,0,0
2531,"gdyby była członkiem pis-u to by jej nie wywalili,,",8,1,0
2532,Dajcie spokój z tym Kevinem -bohater filmu jest dziś na dnie .ten film nic nie wnosi aby go kultywować .,12,9,0
2533,"Zawsze przygotowana do rozmowy, nie stronnicza. Szkoda. Dobry dziennikarz i obiektywny.",4,1,0
2534,Ten się śmieje kto się śmieje ostatni.,5,4,0
2535,wojsko powinno się zbuntować i zrobić porządek z kaczyńskim dudom szydło macierewiczem błaszczakiem i jeszcze wiele innych jak zrobili w rumuni z Czaruszeskimi,3,1,0
2536,Z dobrym zapleczem na kontach.,2,0,0
2537,"Żeby była dyskusja ,to powinienBolek przywieźdz akta,które wykradł będąc prezydentem",32,16,0
2538,Przepraszam że wyśmiałem słowa  jak SARKOZI powiedział że w stosunku do islamistów należy wprowadzić wojne totalną =teraz oni to zrobili bez żadnych skrupułów wobec czego należy ich zwalczć tą samą bronią co oni wojują.,0,2,0
2539,Projekt dudy go rozbawił,3,9,0
2540,"Szkoda, ale ten amok się przecież kiedyś skończy, Życzę powodzenia w nowej pracy.",2,0,0
2541,Krum w granicach Ukrainy był tylko 22 lata a w Roski ponad 250 lat.Nie wspomne ze 85% jego mieszkańców to Rosjanie,2,4,0
2542,wiesz co Boguś L. powiedział o Łodzi ?,1,0,0
2543,dojazd do pracy co bronek nagrał,0,0,0
2544,I znowu Wawel ?,3,6,0
2545,Ja pamietam zjazdy PZPR - identyczna komedia...,3,2,0
2546,"I nikt już"" nam"" nie powie że białe  jest białe a czarne ...",2,0,0
2547,dane użytkownika zbierają ciasteczka  wujek googel,2,0,0
2548,"Szacunek Pani Dominiko!
Nie ma co firmowac swoim nazwiskiem i autoryzowac tej czystki.",27,7,0
2549,"To bardzo cenne, że Unia nie zostawiła Polski samej z takim problemem, jakim jest PIS. Przecież mogli nas olać i nie robić sobie kłopotów.",1,0,0
2550,Ten sondaż to robiło TVP1,8,4,0
2551,KE zrobiła ogromny błąd bo Polacy to charakterny naród i nie lubią być nadzorowani. Wiemy czym się taki nadzór skończył dla ZSRR. Historii się uczyć panowie.,106,60,0
2552,"Co prawda nie głosowałem w wyborach parlamentarnych,ale jak czytam niektóre wypociny ,to mi się noż otwiera.
Wg.pewnych komentarzy ,to te obietnice powinny być spełnione jeszcze przed zaprzysiężeniem nowego rządu.
Ludzie to jest program na cztery lata ,a nie wszyscy chcą żeby Prezydent ,czy parlament pstryknął palcami i będziemy mieć raj na ziemi.Trzeba dać im szansę i czas na to ,by mogli popracować,a nie muszą się użerać jak nie w sejmie to w unii  , przez tych płaczków ,którzy zostali odsunięci -co trzeba podkreślić -przez naród Polski, od władzy i układów.
I to tyle w temacie niespełnionych obietnic i urągania .",6,1,0
2553,Pełna koncentracja na obradach sejmu .Gratulacje,2,1,0
2554,"Właśnia żegnamy PRL! Do tej popry rządzili i jeszcze rządzą, lub mieli wpływ na władzę, ludzie z dawnego PRLu.Najbardziej widoczne w biznesie, sądownictwie i służbach. Jest to błąd wąsatego, że zrobił zamach stanu na Premierze Olszewskim, a PIS teraz chce i dopiero teraz ma możliwość, to naprawić.  Brawo (jak narazie)PIS!! Jeżeli odsuniecie od koryt dawnych towarzyszy i naprawicie co zepsuł Wałęsa, Polska będzie wolna.",2,16,0
2555,"Tak to fakt, rudy donek jest największym wrogiem naszego Narodu.Za jego kumoterstwa z A.Merkel przyzwolił helmutom na wybudowanie na dnie Naszego Bałtyku drugą rurę z gazem dla dobra Niemców . A jakie my z tego mamy korzyści ,a no takie ,że przy aprobacie Brukseli dzisiaj nas kopią po kostkach i to przy udziale pseudo obecnej prawicy .",16,5,0
2556,"Jeszcze tak z politykami trzeba, rok może dwa góra pięć i żegnaj Gienia !!!. Ale nie do innej paryjki tylko do uczciwej pracy.",1,0,0
2557,"Pani Ewo, nie ma tego złego co by na dobre nie wyszło. Dziękujemy. Powodzenia.",4,1,0
2558,JACKU W PEŁNI POPIERAM,4,1,0
2559,"Amerykanie postanowili zwrócić uwagę Rosji na to co się dzieje na Krymie. Za bardzo zaangażowali się w konflikt w Syrii, gdzie robią porządek. Blackwater płacze.",2,2,0
2560,Pan Prezes się zaśmiał! Europa wstrzymała oddech ....,3,4,0
2561,"Ale news, na pierwszą stronę! Kolejna skarży się naszym sąsiadom.",2,1,0
2562,"faktycznie zaczynam zauważać ze TVP Wiadomości - tracą na jakości jak to sie mówi ""są miękkie "" uległe . zalicytuj jak TY to widzisz",2,1,0
2563,zmiana ordynacji wyborczej ...może na obowiązek głosowania????,2,1,0
2564,A dlaczego Ani rodziny nie bylo w domu w odcinku jak Grzesiek przyjechał? bo chcieli uniknąć kontaktu i przypadkowej wpadki podczas nagrywania programu. i wszystko jasne.,11,9,0
2565,"Znając sytuację z lat 2005 - 2007 z góry wiadomo było, że wszystkie antypolskie siły w kraju i za granicą zrobią wszystko, by PiS nie mógł rządzić. W sytuacji, gdy zagrożone są interesy wielkich korporacji i potężnych konsorcjów finansowych głównie w Niemczech nasi wrogowie użyją wszelkich sposobów i instrumentów, by obalić obecną władzę. Rzeczywistość jednak przeszła moje najbardziej ponure wyobrażenia. Czy mojej Ojczyźnie już nigdy nie będzie dane być suwerennym krajem?",54,36,0
2566,"ten się śmieje, kto się śmieje ostatni",5,9,0
2567,"Z wpisów, jakie pojawiły się na Twitterze, wynika, że przywódcy IS uznali, iż ""partyzanci, jakich mają na Zachodzie, nie są wystarczająco skuteczni"". ""Wysłali więc dobrze wyszkolonych dowódców umiejących kierować zamachowcami samobójcami i partyzantami ....No I tyle na temat",0,0,0
2568,"Niestety nie zgadzam się z tą wypowiedzią - Krytykowanie partii która otrzymała większosć parlamentarną  w wyborach uderza w większosć narodu ,który ją wybrał",739,407,0
2569,niech sobie troszkę odpoczną wszak cięzko na co dzień pracują. Nalezy im się,1,0,0
2570,Kaczyński nie może się śmiać?,6,11,0
2571,PO nie takie lepy  robiło..Na samym koncu to juz nawet nie dbali o pozory..,4,2,0
2572,Spalili kukle Żyna na protescie przeciwko islamistom haha.To dopiero mózgi..,2,1,0
2573,Miłe złego początki...,3,1,0
2574,i co takiego niewłaściwego czy bulwersującego POwiedział Maciarewicz?,47,34,0
2575,"Babuniu, raczej w habitach i sutamnnach.",5,1,0
2576,No i kto ma racje?Poprawni politycznie niemcy czy ponoc rasisci - polacy?,805,529,0
2577,"To jest temat do przemyślenia dla wszystkich którzy posiadają zawód typu:
 informatyk, grafik komputerowy i pochodne, co zrobią jak prąd zostanie 
całkowicie wyłączony !!??!!??!!",1,3,0
2578,co za cyrk  demokratyczne wybory a oni  zamach stanu robią,11,2,0
2579,wśród sędziów też są oszusci,276,189,0
2580,Fajny ten nasz prezes,1,0,0
2581,Za komuny raz tylko przerwano mecz ponieważ byla19.30 i czs byl na dt  dzis  Kurski przerwal konferencje z TK jak okazalo sie ze jest opinia jak podawal przed  byly minister sprawiedliwosc i podali nam reklamy Szok  pozdrowienka dla kurskiego moze teraz dajcie muzyke z fimu Polskie Drogi,3,0,0
2582,"Petru  27 %? chyba 2,7. Nie naciągajcie panowie na siłe",4,3,0
2583,to przykład jak kobiety będą mogły pracować dokąd będą chciały żeby mieć wysoką emeryturę i nikt ich nie zwolni,1,0,0
2584,"Brawo, Pani Karolino! Szacunek za postawę!",2,1,0
2585,Idź na spacer.,3,1,0
2586,ALE SIE BOICIE PANA PETRU DOBRZE,2,0,0
2587,"brawo ,poparcie dla ukraina z calego swiata",4,1,0
2588,"Ktos tu nie zna definicji wojny totalnej. ISIS nie ma fizycznych mozliwosci, ktore pozwoliloby im na prowadzenie wojny totalnej.",0,0,0
2589,Co krytykujecie nie znając tamtych czasów? Co wiecie z opowieści? Pan Wałęsa jeszcze żyje i macie możliwość usłyszeć prawdę. Dobry pomysł na naukę historii dla ciemnego ludu.,3,2,0
2590,"Chociaż głosowałem na PO, to nie jest to jedyny kandydat opozycyjny- Nowoczesna robi postępy i jeżeli nic nie spartolą to będę na nich głosował. Co do podsłuchów, to PiS przekroczy wszelkie normy ale w majestacie prawa, które uchwalą- nie wiem co lepsze?",5,2,0
2591,"Ciekawe jak  długo  będą robić te czystki ,przecierz mowili ze nie będą się mścić a co robią ???Tyle  są wart ich słowa ile jest wart nasz nowy  streznik  żyrandola .",8,1,0
2592,Dowiedział się o wynikach sondażu..,0,1,0
2593,"Szkoda, ale rozumiem ja. Upartyjnienie każdej instytucji powoduje odpływ najbardziej wartościowych pracowników. Mam nadzieje, ze p. Karolina znajdzie szybko prace.",3,1,0
2594,"Jeśli imigranci dobrowolnie przyszli do krajów z kulturą europejską, muszą się jej podporządkować - albo wracać.",0,16,0
2595,"Pani Lewicka jest jedną z najlepiej merytorycznie przygotowanych dziennikarek, a właściwie dziennikarzy (żeby nie wyszło, że odnoszę to wyłącznie do pań).",3,2,0
2596,"TYLKO BARDZO, BARDZO GŁĘBOKA ORKA MOŻE PRZYNIEŚĆ JAKIEŚ EFEKTY. I NOWY ZASIEW.:)",106,60,0
2597,"zlotowka od czasu objecia wladzy przez PiS leci na łeb na szyje to oznacza ze zdrozeje wszystko.dobrze ,że chociarz Kaczyński ma dobry humor",0,0,0
2598,"Niekoniecznie, choć nic nie zaszkodziłoby, bo gdy człowiek słucha o Bożych sprawach to jego serce staje się lepsze - natomiast nie wiadomo dlaczego z teatru polskiego zniknęło wszystko, co dotychczas ważne było w polskiej kulturze - od lat teatr nie ma w repertuarze żadnej klasyki.",2,1,0
2599,Tak. Kamazami dowieziecie.,4,8,0
2600,proszę podać do publicznej wiadomosci kto był dyrektorem i pozostali decydenci przy budowie stadionu narodowego i dlaczego tak drogo został wybudowany.Podobnie kto budował autostrady i dlaczego sa najdroższe na świecie.chce przynajmniej poznac te osoby z imienia i nazwiska i przynalezność do parti lub służb.,1,23,0
2601,No jak na Tytaniku  oni się bawią a gospodarka tonie.,2,2,0
2602,"Rosja zaczela z nimi walczyc nie zadne USA nie oszukujcie historii, tak samo sprostuje zyd to chazar nie semita, wiec jaki antysemityzm nie oszukujcie histori jesli gdzies pozostala krew Mojzesza to u Arabow bo to sa semici",0,1,0
2603,"Wstydem jest ze przez dwa lata sluzby nie wykryly kto zlecil nagrywanie ministrow,najwiecej krzycza Ci co skorzystali na podsluchach,
moze Archiwum X wykryje,wszyscy wiedza kto skorzystal tylko  
trudno dosc do bossa,czas pokaze .",2,1,0
2604,Daj  pan  Pisowi  8  lat . a nie 2  miesiace   i   wtedy     zabieraj pan  glos.    Pana  ocenia jest  niczym.,82,57,0
2605,"PYTANIE. czy a jezeli ""tak"" to jak mozna go pozbawic polskiego obywatelstwa?",21,8,0
2606,Powinniśmy przynajmniej odczekać jakieś dwa lata zanim zaczniemy krytykować władze z powodu niedotrzymania obietnic wyborczych,5,1,0
2607,"To wszystko przygotował Putin, aby odwrócić uwagę od Ukrainy i przyszłej napaści na Polskę.",14,5,0
2608,Tak pracują posłowie,1,13,0
2609,Pis wygra następne wybory,2,1,0
2610,Niech nie udaje zdziwionej że tak wielu do zwolnienia . Należało się,5,3,0
2611,Pewnie ma na nich haki.,0,0,0
2612,widac czym sie zajmuja poslowie podczas posiedzen .,4,4,0
2613,Nie wiadomo jak sobie radzić? Przecież jest prawo kraju w którym to się dzieje!,0,23,0
2614,treść jest z Wikipedii więc jest autentyczny,1,0,0
2615,angela ich zaprosiła,0,4,0
2616,"No panie Stankiewicz, pan się nadaje na rzecznika klubu PSL. To taka fajna partia rozsądku, umiaru i praworządności. Swoją drogą ciekawe czy Ziemkiewicz zaprosi pana do swojego saloniku. Mimo wszystko uważam , że powinien.",5,71,0
2617,"Zmiana ordynacji wyborczej?! Czyli wybory co 60 lat! Albo zmienić tak okręgi wyborcze, żeby 15 % dawało większosc:) A to da się zrobić:)",3,2,0
2618,"Otczepcie się od Pana Wałensy, on jest mondrym człowiekiem,tak jak my ,ludzie ktuzy stojom za nim mórem",12,5,0
2619,"Ukraina w pirwszym rzedzie powinna wysadzic róry z gazem do niemiec  , to za euro niemieckie  i ciche poparcie  putin robi ferment na ukrainie .",0,0,0
2620,Oto co szef partii rządzącej robi w godzinach pracy za nasze pieniądze - ogląda sobie coś na tablecie i się podśmiewa.,4,6,0
2621,Obóz Narodowo Radykalny a nie Odrodzenie Narodowo Radykalne. Jak piszecie o tak ważnej dla kraju organizacji to chociaż piszcie poprawnie.,4,0,0
2622,To kłamstwo! Znam aż 10 osób które rzuciły legitymacje partyjne PIS! CBOS SPRZEDAJE SONDAŻE!,4,0,0
2623,"Co robi Rosja ze do tej pory nie przeprowadziła kabla elektrycznego z Rosji na Krym a zajmuje się drugą nitką gazociągu północnego ,przecież taki kabel przez zatokę to pestka a Tatarów jak im się na Krymie nie podoba ,wyrzucić na Ukrainę.",2,4,0
2624,Zobaczył kurs złotĂ˛wki,2,2,0
2625,Popieram całym sercem ja i moja rodzina.,4,3,0
2626,Co ma to nas obchodzić co mówi ich nie religia. Ich tu być nie powinno i koniec kropka!,1,33,0
2627,... i dobrze...,2,0,0
2628,Ot i cały PIS.Ja myślałem że śmieje się z brata jak ukradł księżyc.,1,4,0
2629,za takie kawał Kain zabił Abla,0,0,0
2630,"Tylko niech jeszcze zaproszą tłumacza, który będzie wyjaśniał co Lechu Bolek powiedział, i jakiegoś bezstronnego...No, chyba jednak jest ta sprawa nie do wyjaśnienia w ten sposób. Najlepsze, że już to dobrze opisano, ale wg Lecha to bujda. Kiedy on przestanie się wypowiadać? A wystarczyłoby tylko ""przepraszam"".",605,371,0
2631,"Zabójczy Niemiecki kawał ""szły dwa orzeszki der strasse i jednemu z nich ktoś przysolił""",0,0,0
2632,"U mnie w pracy nie wolno używać telefonów itp. dlaczego posłowie mogą, przecież są w pracy. Rozrywka w pracy za nasze pieniądze i to duże!",2,2,0
2633,tak samo jak to czyni i polski rząd?,14,4,0
2634,Dobry humor prezesa wprawia w zły tych z KOD-u,3,6,0
2635,BOŻE chroń naszą ukochaną POLSKE!,0,13,0
2636,WP SZKALUJE RZĄD PIS,11,2,0
2637,"I gdzie sa teraz Ci wszyscy ktorzy im tak zawierzyli i nadal wierzą w to co oni obiecywali
Ale bardzo to dobre sprawdza się takie powiedzenie mądry polak po szkodzie chcieliście. Ich to macie.To dopiero początek ich rządów a. Ile oszustw w miedzyczasie.
Gratuluję wszystkim ufającym pismakom",2,0,0
2638,Można by uratować sytuację wykorzystując wzajemne nienawiści i różnice interesów poszczególnych kacyków bliskowschodnich. Anglicy rządzili w ten sposób z powodzeniem wg zasady dziel i rządź. Demokracja tam się raczej nie sprawdzi.,0,3,0
2639,bardzo dobrze tez oglądam,4,1,0
2640,Panie Piotrze do zobaczenia po następnych wyborach!!! Dzięki,1,0,0
2641,... chyba go jeszcze nie pytali.,1,1,0
2642,"Potrzeba nowych, ciepłe stołki w TV to PRL-ia. Bardzo dobrze, niech idzie nowe!!!",21,8,0
2643,Czego Niemcy nie napiszą przed ważnym spotkaniem Pana Prezydenta A.Dudy z Panem Przewodniczącym D. Tuskiem?,17,9,0
2644,Cieszę się że Pan Jarosław Kaczyński się cieszy. Pozdrawiam Pana serdecznie.,6,6,0
2645,"Merytoryczna, konkretna, zawsze przygotowana do tematu, dociekliwa dziennikarka, a tacy dziennikarze nie pasują żadnym politykom.",4,0,0
2646,On sie dobrze bawi za NASZA kase.,2,1,0
2647,szkoda że wrócą :(,280,191,0
2648,To bardzo dobra i długo oczekiwana wiadomość.,5,9,0
2649,jeśli identyfikowała się z tym znamienitym towarzystwem to zwolnienie jest absolutnie uzasadnione.,45,19,0
2650,Pani Karolino jeżeli to prawda to czapki z głów. Pani Popek może pani buty czyścić.,3,2,0
2651,Do niedawna była bezkrytyczna.,2,1,0
2652,"Cudownie się Kaczyński się śmieje takiego go nie widziałem,cieszy mnie to.",0,0,0
2653,"Wszyscy wybrani sa w sejmie potrzebni. Problem polega na tym, że niektórzy wyborcy nie rozumieją sytuacji. Szkoda pisać, za późno :(",32,8,0
2654,Superrrrrr podoba mi się lepiej bym tego nie ujęła!,0,1,0
2655,przyznaje nienawidze arabuw .stawie im czoło.nie schowam sie w chałupie.,0,11,0
2656,Bolek-a co z tymi wyrwanymi kartkami -gdzie sa teraz.,53,27,0
2657,"I bardzo dobrze, ja bym wyłączył 1 dnia po ich zdradzieckim oddzieleniu się od Ukrainy",5,4,0
2658,"Czy naprawdę nie widzisz,nie zdajesz sobie sprawy że chory czlowiek to ty.KAGANIEC BYŁ PRZEZ OSTATNIE LATA!!!!!",1,0,0
2659,A o czym to jest?,2,1,0
2660,"Niestety jest to wina rządzących jeśli szczuje się ludzi na TK. Oskarżanie że biorą 20000zł miesięcznie i nic nie robiąc ,to co się dziwić .",9,2,0
2661,To nie sprowadzają. Zacznij. Exsportowac,1,0,0
2662,BRAWO cała prawda o rządach PiS,6,4,0
2663,"Dokładnie ! Co do istoty posta , mam takie same obawy , myślę nawet że miękka , lewacka Europa Zachodnia jest już stracona. Tam ubogacenie przekroczyło punkt krytyczny.",0,2,0
